,keywords,id,year,_realpage,_sentiment,_description,_place,_title,_publisher,_date
787,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0276,280,276,neutral,"
264 
Belustigungen aus der höher» Magie. 
[590 
S 
Alerandrinischen Bibliothek auftreiben kann, cs ließen sich sonst aus ihr alle 
untergegangencn Schriftstücke wiederherstellen."" 
®it, forderst Einen aus der Gesellschaft auf, den Versuch zu machen, 
gicbst ihm einen etwas harten Bleistift und ein Quartblatt Papier, ersuchst 
ihn dann, mit deutlichen, kräftigen Strichen irgend Etwas, was ihm allein be 
kannt sei, auf das Blatt zu schreiben. Damit er bequemer schreiben kann, 
bietest du ihm ein Quartheft als Unterlage. In diesem hast du aber ein 
Papier versteckt, dessen untere Seite mit geschabtem Bleistift eingericbcn ist [es 
ann auch mit Oel und Ruß geschehen). Indem Jener nun schreibt, drückt 
sich jeder Schriftzug durch das geschwärzte Papier auf einem 
unterliegenden weißen Quartbla[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
788,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0333,340,333,neutral,"
'27, 728] Pfänderspiele. 321 
Ochsen muß man schön aus dem Wege gehn. 
Stille Wasser sind tief. 
Süße getrunken und sauer bezahlt. 
Schuster, bleib' bei deinem Leisten. 
Unter den Wölfen muß man heulen. 
Viele Hunde sind der Hasen Tod. 
Viele Köche verderben den Brei. 
Wenn ein alter Hund bellt, muß man hinaus sehen. 
Wer Andern eine Grube gräbt, fällt selbst hinein. 
Wer im Rohre sitzt, kann gut Pfeifen schneiden. 
Wer Pech angreift, besudelt sich. 
Wer zwei Hasen zugleich jagt, sängt gar keinen. 
Wie die Alten sungcn, so zwitschern auch die Jungen. 
Wohlgeschmack bringt Bettclsack. 
Womit man umgeht, das hängt Einem an. 
Wurst wider Wurst. 
HatJ;cfpxclc. 
[727.] Einer der Mitspielcnden muß sich aus der Gesellschaft entfernen, die 
Uebrigen verständigen sich über ein bestimmtes Wort, den[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
789,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0299,300,299,neutral,"
641] 
Unterhaltende Beschäftigungen. 
287 
Der Schatten wird deutlich auf dem Papier die Gesichtsumriffe zeigen. Du 
ziehst stc rasch mit Bleistift nach, kannst auch wol das Papier, auf einen 
Bogen Pappe befestigt, 
ihm auf die Schulter stel 
len. Der Schattenriß 
wird etwas größer sein 
als der Umriß des wirk 
lichen Gesichts, für ein 
handliches Bildchen aber 
viel zu groß. Zum Ver 
kleinern dient ein so 
genannter Storchschna 
bel, den du dir leicht selbst 
fertigen kannst 4 wenn du 
nur so viel Geschick hast, 
ein Loch in einen Holzstab 
zu bohren. Du bedarfst 
dazu 5 gleichlange schlanke 
und leichte Holzleistchcn, 
etwa 1 Elle lang und 
Zoll breit. An jedem 
Ende der Leisten muß ein 
Loch sein. Vier dieser Leisten legst du mit den Enden so zusammen, daß sie 
einen viereckigen Rahme[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
790,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0062,70,62,neutral,"
50 Turnspiele und andere Körperbelustigungen. [I3S, 13!) 
statt des Baumastcs ein fester Holzpsosten gewählt werden kann und an diesem 
zwei bewegliche Eisenringc sich befinden, an denen die Strickenden angebunden 
werden können. Der Sitz auf dem bloßen Strick hat auch mancherlei Unbe 
quemes, da er in die Beine einschneidet und drückt. Ein Brctchcn, das man 
als Sitz fcstbindet, oder ein kleines Polster ist deshalb noch angenehmer. So 
erhält man durch weitergehende Verbesserungen, durch welche man sich die Sache 
ebenso bequemer wie sicherer macht, die Gartenschaukcl, bei welcher entweder 
ein leichtes Stühlchen an zwei festen Doppelstücken hängt oder gar ein größerer 
Sitz, ähnlich einem kleinen Kutschkasten, an Hvlzstangen mit Eiscnbcschlägcn 
schwingt. Bei letzterer kann sich der Sch[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
791,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0127,130,127,neutral,"
32S—330] Wurfspiele. 115 
Ziele möglichst nahe wirst, auch die Kugeln der Gegenpartei gleichzeitig ver 
treiben kann. Kann er cs durch seinen Wurf bewerkstelligen, daß sie in den 
Graben rollen, so sind sie todt, d. h. ste gehören nicht mehr in's Spiel, Rollt 
ihm dabei freilich seine eigene Kugel in den Graben, >o ist ge auch todt. Die 
Kugel wird entweder in gerader Linie oder im Bogen wie eine Bombe geworfen. 
[328.] In Frankreich ist auch noch ein anderes Wurfspiel unter dem Namen 
Tonnen spiel [Tonneau) in Gebrauch. Es bestand anfänglich aus einem 
umgestülpten Faß, in dessen Boden mehrere Löcher cingebohrt waren. Die 
Spieler suchten nun aus einer gewissen Entfernung kleine Scheiben, Geld 
stücke u. dgl. in jene Löcher zu werfen und je nachdem ein solches Loch schwie 
riger zu treff[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
792,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0035,40,35,neutral,"
23 
59 —64] Suche- und Rathespiele. 
In andern Gegenden ist statt des schweizerischen Gügclstcin das Spiel als 
[59.] Finkenstci n bekannt und der Suchende ruft zunächt: „Eins, zwei, drei, 
vier, Finkcnstein, wer sich nicht versteckt hat, der soll cs sein!"" Dann zählt er 
bis 100, ehe er sich zum Suchen umdreht. Die Stelle, an welcher er steht, 
bildet für alte Mitspiclcndcn das Frcimal. Sobald der Suchende einen Ver 
steckten auffindet, eilen beide im Wettlauf nach dem Freimal. Kommt der 
Suchende zuerst an dasselbe, so schlägt er mit der Hand daran und ruft: 
„Angeschlagen für —"" hier nennt er den Namen des Betreffenden. Kommt 
Letzterer zuerst an, so schlägt er ebenfalls an und ruft: „Frei für mich!"" Wer 
zuletzt aufgcfunde» und angeschlagen wird, ist Suchender beim nächsten Spiele. 
D[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
793,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0170,170,170,neutral,"
158 Bret,picke. [399,400 
In jcbcm Loche steckt lose ein hölzerner oder knöcherner Stift, der sich 
leicht herausziehen läßt. Man nimmt nun irgend einen dieser Stifte heraus 
und schlägt dann mit einem andern Sriftc nach dem leeren Platze ganz in der 
Art, wie beim Damcnspicle, indem man den übersprungenen Stift hinwcg- 
nimmt. Die Ausgabe des Spielers besteht darin, cs so einzurichten, daß zu 
letzt nur noch ein einziger Stisr übrig bleibt. Wir lassen hier zwei Beispiele 
davon folgen: 
[399.] Man nimmt zuerst heraus ! 400.] oder man nimmt ebenfalls 
Nr. 1 und schlägt dann von zuerst weg Nr. 1 und schlägt dann von 
3 nach 1 
8 
nach 
4 
12 
„ 2 
2 
16 
4 
6 
10 
„ 
12 
18 
5 
6 
19 
l 
„ 11 
34 
32 
16 
., 18 
20 
23 
18 
5 
33 
31 
0 
.. 11 
19 
32 
5 
„ 7 
31 
33 
30 
„ 17 
37 
27 
26 [...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
794,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0259,260,259,neutral,"
652, 553] 
Belustigungen aus der Hähern Magie. 
247 
Fig. 31T. Nirrchropärchrn 
im itnrttnljlntt. 
Dns Lirschpärchtil im Karttnblatt. 
[552.] In ein Kartenblatt schneidest du in der Nahe des einen Endes ein 
ovales Loch, das kleiner ist als eine Kirsche. In der Mitte des Blattes schnei 
dest du dann zwei Schnitte durch, die ein wenig näher beisammen stehen, als 
die Breite des Loches beträgt. Nun biegst du die Karte 
und schiebst den Streifen, ohne ihn zu knicken, durch 
das Loch, so daß er auf der andern Seite eine Oese 
bildet. Durch letztere schiebst du die eine Kirsche eines 
Kirschpärchens, so daß der Vereinigungspunkt beider 
Stiele auf die Mitte des Streifens zu liegen kommt, 
ziehst vorsichtig den Streifen durch das Loch wieder zurück und streichst die 
Karte gerade. Ueberrciche s[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
795,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0189,190,189,neutral,"
177 
421] Belustigungen mit Licht und Schatten. 
oder nicht. Laß dann deinen Freund ein Stück von der Tasse zurücktrctcn, 
und zwar so weit, daß er über den Rand der Tasse hinweg nur das aller 
äußerste Ende des Geldstückes als kleines Pünktchen bemerkt, oder das letztere 
auch gar nicht mehr. Nun sage ihm, 
daß er unverändert so stehen bleiben „ 
möge, und gieße langsam die Tasse voll ^ 
reines Wasser. Dein Freund wird jetzt daS ^ 
Geldstück vollständig und deutlich sehen. 
Es wird großer und hoher zu liegen schei 
nen. Ihr Beide aber überzeugt euch in 
der Nähe, daß cs seinen Ort durchaus 
nicht verlassen hat, sondern jene Verän- Fig. ise. 3Dns sdjtoimmrnhr dSfibstüdi. 
dcrungcn nur durch das eingegosscnc Wasser 
bewirkt worden ist. Daß durch das Wasser alle Dinge ihr Ansehn etwas ver 
[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
796,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0023,30,23,neutral,"
20—22] Laufspiele. 11 
[20.] Ringen entschieden. Da bei haben die Leiter des Spieles, die Anführer der 
Schaarcn, darüber zu wachen, daß das Ringen regelrecht vvr sich geht. Jeder 
Ringende faßt mit dem rechten Arme, unter dem linken Arme des Gegners durch 
lsichc Abbildung), um dessen Leib. Der linke Arm wird über den rechten 
Arm des Gegners gelegt. Wer den Feind zu Boden bringt, ist Sieger. — 
Außerdem sucht man den Feind fleißig von dessen Festungen ab nach den scini- 
gen zu locken, und sendet zu diesem Zwecke oft kleine Abteilungen oder Ein 
zelne aus, um des Feindes Stellung, die Stärke sei 
ner Besatzungen, die Orte, wo er Gefangene hält 
und bewacht n. s. w., auszukundschaftcn. Es werden 
Verstecke und Hinterhalte gelegt, feindliche Posten 
abgcschnittcn und gefangen genommen. 
A[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
797,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0166,170,166,neutral,"
154 
Bretspiele. 
[395 
wird von zwei Spielern gespielt; jeder derselben hat 15 Steine, ähnlich denen 
des Damcnspicls, der Eine schwarze, der Andere weiße. Es werden zwei Arten 
des Puff unterschieden: daS lange und das konträre. 
Beim Beginn des Spieles stehen alle 30 Steine außerhalb des Breies 
und durch Würfeln mit 2 Würfeln wird entschieden, in welcher Weise jeder 
Spieler die seinigen hineinbringen und die im Spiel befindlichen nachher fort 
rücken darf. So viel Augen geworfen werden, so viel darf der Spieler auch 
setzen. Jeder Würfel gilt für einen Stein. Wirst der Spieler also auf einem 
Würfel l und auf dem andern 3, so rückt er mit einem Steine um 1 weiter, mit 
dem andern um 3. Jeder beginnt damit in der äußersten Ecke. Beim langen 
Puff setzen beide Spieler in demselben Feld[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
798,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0074,80,74,neutral,"
62 
Turnspiele und andere Kärperbelnstignngcn. [ISO—IST 
zelwellc ist ber Kniewelle insofern ähnlich, als der UÄschwung int Knie 
gemacht wird. Der Schwingende faßt aber nicht mit den Händen die Reck 
stange, sondern greift unter dieser durch und klammert sich am überragenden 
Bein fest. Manche Turner führen diese Welle auch mit beiden Beinen aus. — 
[181.] Um die Rcitcrwcllc zu machen, setzt sich der Turner rittlings auf 
die Stange. Er hat auf jeder Seite derselben ein Bein und schließt beide Beine 
straff aneinander. Mit den Händen faßt er die Stange, entweder mit beiden 
vorn, oder mit einer vorn und mit der andern hinten. Dann gicbt er sich seit 
wärts einen kräftigen Schwung, so daß er nach der andern Seite wieder hcr- 
>82.] aufkommt und dann wieder auf der Stange sitzt. —Die Bauch[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
799,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0131,140,131,neutral,"
336—339] 
Wurfspiele. 
119 
Drr önmerang. 
[336.] Die Urbewohner Australiens bedienen sich auf der Jagd 
rmd im Kampfe eines eigenthümlichen Wurfgeschosses, welches sie 
nach dem Geräusch, das cs beim Fluge hervorbringt, den Bumerang 
nennen. Es besteht aus einem knieförmig gebogenen, an einer 
Seite etwas zugcschärftcn Stück Holz. Die Wilden verstehen das 
selbe sowol in wagcrechtcr als auch in senkrechter Richtung so mit 
der Hand zu schleudern, daß es in raschem Fluge mehrere Bogen 
und Winkel beschreibt und schließlich, wenn es nicht getroffen hat, 
zu dem Werfenden zurückkehrt. Sic vermögen mit demselben selbst 
einen Gegner zu verletzen, der sich hinter einem Baume versteckt hat. 
ItcifuuTfrit. 
Jig. 136. 
Vumrrang. 
[337.] Das Reiswerfen eignet sich am besten für den warmen Sommer [...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
800,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0218,220,218,neutral,"
206 
Lustkünste und Musik. 
[457, 458 
Ferner lassen sich durch eine solche Windmühle allerlei anderweitige Kunstwerke 
in Bewegung setzen, von denen ich dir wenigstens einige beschreiben will. 
Das Karussel (Fig. 240). 
[457.] Zunächst fertigst du eine Windmühle, wie 
eben angegeben, und machst ihr hübsche große und zahl 
reiche Flügel, damit sie hinreichende Kraft zum Um 
drehen erhalt. An den untern Theil der Hülse leimst 
du dann eine Pappcnscheibc in wagerechter Richtung, 
achtest aber darauf, daß sie ein gut Theil kleiner ist 
als die Flügel, damit der Luststrom letztere treffen 
kann. Aus Kartcnpappc schneidest du Pferdchen, auf 
denen Knaben reiten, und klebst sie aufrecht an die 
Scheibe, so hast du ein niedliches Karusscl, das sich so 
lange dreht, als Feuer im Ofen brennt. Der [...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
801,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0326,330,326,neutral,"
jFig. 507 . Adam Haiti sithrn Söhne. 
Wattr blasen. 
[707.] ^Jie ganze lustige Gesellschaft der kleinen Burschen setzt sich rings 
um den Tisch; ist dieser rund und hübsch groß, so eignet er sich am besten dazu. 
In die Mitte wird ein kleines Bäuschchcn gezupfte Walte gelegt und Jeder sucht 
durch Blasen dem Andern die Watte zuzujagen. Es steigt die Baumwolle gleich 
einem gejagten Vogel nach allen Richtungen hin und her, hebt und senkt sich. 
Kommt sie endlich einem der mattgewordenen Bläser aus den Leib, so hat dieser 
verloren und ist zu einem Pfände verpflichtet. 
Kingschneidc». 
[708.] Auf einem Teller wird ein Häuschen Mehl gelegt und auf dessen Spitze 
ein Ring gesteckt. Jeder Mitspiclendc hat mit dem Messer etwas von dem 
Mehlhaufen wegzunehmcn, ohne daß der Ring dabei umfällt. We[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
802,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0263,270,263,neutral,"
251 
560, 561] Belustigungen aus der Hähern Magie. 
ihnen eine Schleife oder einen Knoten, ]o fest als du willst. Zu Wirklichkeit 
schlingst dn aber in der Kniekehle das eine Tuchendc zu einer Schleife um den 
Zeigefinger der anderst Hand, und um diese Schleife das 
andre Tuchendc in ähnlicher Weise, wie cs die neben 
stehende Abbildung zeigt. So bringst du jeden Tuchzipfcl 
wieder an derselben Seite empor und ihreVcrschlingungs- 
stellc bleibt in der Kniekehle versteckt. Das Tuch sitzt ziem 
lich fest. Nun berührst du mit deinem Zaubcrstabc den 
Knoten, sagst meinetwegen deinen Zauberspruch dazu 
hcr und ersuchst einen der Anwesenden, das Tuch wegzu- 
uchmen, sobald du 3 gezählt. Es wird solches ganz 
iwgucm geschehen können, ohne daß der Knoten berührt 
wird. 
Der Änotm im Tnschtntnchr.[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
803,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0058,60,58,neutral,"
Turnspiele und andere Körperbelusiigungen. 
[127—129 
Will man den Lauf hemmen oder ganz enthalten, so neigt man den Körper 
nach vorn und hebt die Fußspitzen; dadurch greifen die hintern scharfen Enden 
des Stahls der Schlittschuhe in das Eis schneidend ein. 
Bei heftigem Winde schützt man Mund und Nase durch ein leichtes vor- 
gebundcncs Tuch, und bei scharfer Kälte thut man auch wohl, nach beendigter 
Fahrt wärmere Kleidung überzuwcrfen, um sich, da man beim Fahren sehr- 
erhitzt wird, nicht nachträglich auf dem Heimwege zu erkälten. 
Das Schlittschuhlaufen läßt große Abwechselung zu. Hat man cö an der 
Hand eines Freundes oder auf eigene Fanst erst zu einiger Fertigkeit- gebracht, 
so läuft man mit den Kameraden um die Wette und versucht nachher allerlei 
künstliche Fahrarten. Wir füh[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
804,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0371,380,371,neutral,"
1001] 
Abzähl-Neime. 
359 
Ich und du, 
Müllers Kuh, 
Bäckers Esel, 
Drau bist du! 
Bim, bam, bum, 
Das Zählen geht herum, 
Schnecke, Schnecke, schnüre, 
Männchen, komm und führe 
Unsherein, heraus, 
Du bist 'raus! 
Ene, deue, Dintcfaß, 
Geh in die Schul' und lerne was, 
Wenn du was gelernet hast, 
Komm' nach Haus und sag' mir was, 
Eins, zwei, drei. 
Du bist frei! 
Es geht ein Männchen über die Brück', 
Hat ein Säckchen auf dem Rück', 
Schlägt cs wider den Pfosten. 
Pfosten kracht, 
Männchen lacht, 
Dipp, dipp, dapp! 
Du bist ab! 
Enige, dcnigc, ticken, tacken. 
Hähne knacken, 
Vogel singen, 
Glocken klingen. 
Piff, paff, puff. 
Peter, schlag druff 
Mit Eisen, Pulver, Schrot, 
Schießen die Soldaten todt! 
Eins, zwei, drei, 
In der Dechanei 
Steht ein Teller auf dem Tisch, 
Kommt die Katz[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
805,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0234,240,234,neutral,"
222 
Wasserkünste. 
Fig. 219. Btr jSnrtrsianisdiF 
Cnndjtt. 
[491—493 
chcn aus dünnem Glas käuflich. Das Innere ist mit Lust gefüllt, wirst man 
das Männchen deshalb in ein Gefäß mit Wasser, so hält cs sich, da es leicht ist, 
ziemlich an der Oberfläche desselben. Als Wassergefäß 
wählst du ein möglichst hohes Glas, etwa von einer 
halben Elle Hohe und 3 Zoll im Durchmesser, füllst 
cs völlig mit Wasser, bringst den Taucher hinein und 
bindest die gberc Ocffnung luftdicht mit cincr Blase 
zu. Drückst du mit dem Finger nun aus die Blase, so 
pflanzt sich der Druck durch das Wasser fort und drückt 
die Luft in dem Taucher zusammen. Es dringt dann 
etwas Wasser in denselben und er sinkt ticser hinunter. 
Je stärker du drückst, je tiefer taucht er; läßt der 
Druck nach, so hebt er sich in gl[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
806,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0367,370,367,neutral,"
355 
S9S—964] Auflösungen 
' 898.] Das Hühnerauge. 
[899..] Am zweiten Januar. 
[900. ! Ein Mündel, dieser hat noch 
einen Vormund. 
[901;] Der Bart, denn der Ziegcn- 
bock war schon am Tage vorher er 
schaffen. 
[902.] Drei, eine am Halse und zwei 
Kniekehlen. 
[903.] In der Wüsche. 
904.] Man trage Stiefeln. 
[905/] Der Stiefelknecht. 
[906.] Ein Knäuel Garn. 
[907.] Der Handschuh, 
i908-] Die Zuckerhüte. 
[909.] Der Kantschuh. 
[910.] Um den Kopf damit zu be 
decken. 
[911.] Wenn man sic über die Schul 
tern hangt. 
[912.] Das Frühstück. 
[913.] Auf der Zunge. 
[911.] In die leeren. 
[915.] In die vollen. 
[916.] Beide werden geblasen. 
917.] Der Muska - tellcr. 
[918.] Weil er keine Federn hat, 
sonst müßte man ihn rupfen. 
[919.] Die Schlüsselbürte. 
[920.] Der Schlüssel. 
921.] Die [...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
807,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0222,230,222,neutral,"
210 
Lustkünste und Musik. 
[465, 466 
299 ti. 250. Awri japanische Nrachea. 
um ein Dritthcil länger als die Stange ist, bindest du an beiden Enden der 
Stange an und befestigst an jedem Reifende eine Quaste aus Papierstreifen. 
Die eine muß genau so schwer sein als die andere; du probirst dies aus, 
indem du den Drachen an dem 
Faden (der Wage) wagerecht 
hältst, und hilfst dir durch Be 
schneiden oder Anbinden neuer 
Streifen, wenn eine Seite 
schwerer oder leichter ist. Zum 
Schwanz wählst du einen lau 
gen Faden und knüpfest Papicr- 
schnitzcl in gleichen Abständen 
hinein. An's Ende kommt na 
türlich eine tüchtige Quaste von Papierschnitzeln und an den Bindfaden der 
Wage ein andrer Faden zum Steigenlasscn, je länger je besser. Beim Los- 
lassen läufst du gegen den Wind und wenn du [...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
808,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0019,20,19,neutral,"
12, 13] Laufspiele. 7 
Eö soll mit diesem „schwarzen Mann"" der Tod gemeint sein, welcher unter 
den Lebenden seine Auswahl trifft und wegnimmt, wen er will. Besonders im 
Mittelalter, als mehrfach Seuchen in Deutschland auftratcn und Schrecken die 
Leute ergriff, suchte man sich unter Andern: auch durch gemeinschaftliche Tänze, 
Prozessionen und Spiele zu crmuthigen und die schlimmen Plagen zu beschwö 
rend Der weiterhin erwähnte Schäfflcrtanz soll seine Entstehung daher haben, 
und daS Kinderspiel mag vielleicht, wie die gelehrten Leute vermuthen, auch 
damit in Zusammenhang stehen. 
öiirenschlag. 
[12.] Nach einem Abzählcreimc wird bestimmt, wer Ur-Bär sein soll. Diesem 
wird an einer Seite des Spielplatzes ein besonderes Mal angewiesen. Die 
übrigen Mitspieler stellen die Herde dar und[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
809,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0330,330,330,neutral,"
318 Pfänderspiele. [722—721 
der Dritte gicbt ihm einen Besen in die Hand n. s. w. Ein pfiffiger Kamerad 
macht den Vormund des Herrn Hans und achtet zugleich auf dessen Rechte. Er 
beantwortet die Fragen, tvelchc an den Hans gestellt werden, in dessen Namen. 
Jede Frage und jede darauf gegebene Antwort muß mit den Worten beginnen: 
„Mit Gunst!"" und auch mit denselben Worten schließen. So z. B. fragt einer 
der Kameraden: „Mit Gunst, Herr Hans, ist cs erlaubt, zu Herrn Hans zu 
gehen? Mit Gunst!"" Der Vormund antwortet: „Mit Gunst, vier Schritte, 
mit Gunst!"" Die Zahl wird beliebig gewählt, der Betreffende darf aber nicht 
mehr Schritte machen, als ihm erlaubt find. Frage: „Mit Gunst, Herr Hans, 
ist mir's erlaubt, dem Herrn Hans eine Ehre anzuthun? Mit Gunst!"" —■ 
Erhält er die Erlaubniß,[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
810,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0275,280,275,neutral,"
5S9] Belustigungen aus der höher» Magie. 2HZ 
kleine Münze auf die Handfläche und zeigst sie Jedem deutlich vor. Hierauf 
schließest du die Hand und drückst den Nagel des Mittelfingers fest gegen das 
Geldstück; da du an denselben 
vorher etwas Wachs oder 
Pech angestrichcn hast, bleibt 
die Münze daran kleben. Du 
erfindest nun eine Geschichte, 
die du zum Besten giebst: 
schickst das Geld etwa mittelst 
des Telegraphen nach Peters 
burg oder Neapel, leihest cs 
ureinetwegen einem Tisch- 
klopfe-Geistchen, das sich für 
Münzkunde intercssirt, vdcr giebst sonst einen schnurrigen Grund an, warum 
die Münze verschwunden ist, öffnest die Hand und das verwunderte Publikum 
stehet — Nichts! Nachdem du in lebhaften Worten und poetischen Verglei 
chungen das üble Loos eines Menschen geschildert,[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
811,"PPN74602598X,Leipzig,Illustrirtes Spielbuch für Knaben,Spamer (Verlag),1864,neutral (Sentiment)",PPN74602598X_PHYS_0202,210,202,neutral,"
190 
Belustigungen mit Licht und Schatten. 
[•136—43S 
Dabei achtest du darauf, daß ihre Kauten möglichst dicht au einander stoßen, 
so daß du etwas Wasser hineintröpfeln kannst, ohne daß cs durchfließt. Fällt 
der Sonnenstrahl durch das Wasser, so wirst du auch 
ein Pröbchen vom Regenbogen sehen können. Auch 
Wasserflaschen und Trinkgläser mit Wasser zeigen 
unter günstigen Umständen schönfarbige Ringe. — 
Ein Glaskegel (Zuckerhutform), mit der Spitze in 
cm Loch des verschlossenen Fensterladens gesteckt und 
den Sonnenstrahl hindurch geleitet, gicbt einen vollständigen sicbenfarbigen 
Kreis an der Wand. Fängt man das bunte Licht, welches durch das Prisma 
[436.] im Fensterladen dringt, mit einem Facettglase (siehe S. 179) auf, so 
erscheint das Zimmer mit den prächtigsten Edelsteinen ta[...]",Leipzig,Illustrirtes Spielbuch für Knaben,Spamer,1864
